what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1316151101528
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1316151101528
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151101561
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151113787
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1316151141047
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316151142114
started,bundle,org.eclipse.help.base,3.6.0.v201106131736,"org.eclipse.help.base",1316151217867
started,bundle,org.eclipse.help.ui,3.5.100.v20110425,"org.eclipse.help.ui",1316151217899
started,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1316151218502
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1316151218609
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1316151219884
error,log,,,"Help documentation could not be indexed completely.",1316151231222
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1316151367330
started,bundle,org.eclipse.dltk.validators.core,3.0.0.v20110423,"org.eclipse.dltk.validators.core",1316151367377
started,bundle,org.eclipse.dltk.validators.externalchecker,3.0.0.v20110423,"org.eclipse.dltk.validators.externalchecker",1316151367813
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151367822
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151376754
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151431195
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151462872
error,log,,,"An internal error occurred during: ""Install download1"".",1316151466250
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151471588
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProgressView",1316151476410
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProgressView",1316151476509
error,log,,,"An internal error occurred during: ""Install download0"".",1316151495687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151495748
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151506025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151609223
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151700542
activated,editor,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.editor",1316151717164
started,bundle,org.eclipse.php.server.ui,3.0.0.v20110516-1100,"org.eclipse.php.server.ui",1316151724021
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151726288
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151734676
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151734721
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151744951
opened,view,org.eclipse.php.debug.ui,3.0.0.v20110516-1100,"org.eclipse.debug.ui.PHPDebugOutput",1316151747147
activated,view,org.eclipse.php.debug.ui,3.0.0.v20110516-1100,"org.eclipse.debug.ui.PHPDebugOutput",1316151747254
started,bundle,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser",1316151747410
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151752727
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151752799
activated,editor,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.editor",1316151784437
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151784437
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151787833
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151787919
activated,editor,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.editor",1316151790323
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151790323
activated,view,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.ui.explorer",1316151796936
started,bundle,org.eclipse.dltk.validators.ui,3.0.0.v20110423,"org.eclipse.dltk.validators.ui",1316151798354
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151803388
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151832068
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151833121
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151833172
activated,editor,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.editor",1316151836884
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151836885
activated,view,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.ui.explorer",1316151839456
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1316151842257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151842781
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151846253
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151851728
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151851840
activated,editor,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.editor",1316151854691
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151854691
activated,view,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.ui.explorer",1316151856349
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151858518
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151861549
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151866740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151880217
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151884563
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151884630
activated,editor,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.editor",1316151890314
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151890315
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151906560
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151909456
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151911141
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151911245
activated,editor,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.editor",1316151921465
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151921466
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1316151936276
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151936435
error,log,,,"An internal error occurred during: ""Install download1"".",1316151937788
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151947047
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151948349
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151948440
activated,view,org.eclipse.php.debug.ui,3.0.0.v20110516-1100,"org.eclipse.debug.ui.PHPDebugOutput",1316151949567
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151949577
closed,view,org.eclipse.php.debug.ui,3.0.0.v20110516-1100,"org.eclipse.debug.ui.PHPDebugOutput",1316151949582
activated,editor,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.editor",1316151983132
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316151983132
activated,view,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.ui.explorer",1316151985720
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316151991644
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316152031652
opened,view,org.eclipse.php.debug.ui,3.0.0.v20110516-1100,"org.eclipse.debug.ui.PHPDebugOutput",1316152032550
activated,view,org.eclipse.php.debug.ui,3.0.0.v20110516-1100,"org.eclipse.debug.ui.PHPDebugOutput",1316152032658
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316152032779
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316152032814
activated,editor,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.editor",1316152035417
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316152035417
activated,view,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.ui.explorer",1316152046266
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316152059368
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316152104430
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316152105427
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316152105479
activated,editor,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.editor",1316152114124
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1316152114131
activated,view,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.ui.explorer",1316152116266
activated,editor,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.editor",1316152122843
activated,view,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.ui.explorer",1316152122914
opened,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1316152124376
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1316152124476
activated,view,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.ui.explorer",1316152124528
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1316152125854
activated,editor,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.editor",1316152127799
closed,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1316152127799
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316152129061
closed,editor,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.editor",1316152129061
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316152131196
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316152132904
activated,view,org.eclipse.php.debug.ui,3.0.0.v20110516-1100,"org.eclipse.debug.ui.PHPDebugOutput",1316152134455
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316152134480
closed,view,org.eclipse.php.debug.ui,3.0.0.v20110516-1100,"org.eclipse.debug.ui.PHPDebugOutput",1316152134485
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProgressView",1316152141784
