what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316154007782
activated,view,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.ui.explorer",1316154009981
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316154010669
activated,view,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.ui.explorer",1316154010719
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316154013094
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316154014694
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1316154043586
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316154052179
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316154069476
error,log,,,"An internal error occurred during: ""Install download1"".",1316154070904
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316154071155
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316154071257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316154071275
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316154073846
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1316154083145
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316154084448
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316154128828
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1316154131732
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316154131886
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316154136335
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316154137872
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316154139973
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1316154141634
activated,view,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.ui.explorer",1316154156770
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316154157529
activated,view,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.ui.explorer",1316154157579
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316154159173
activated,view,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.ui.explorer",1316154199658
started,bundle,org.eclipse.dltk.validators.ui,3.0.0.v20110423,"org.eclipse.dltk.validators.ui",1316154215230
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316154219136
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.0.201106081058,"org.eclipse.cdt.managedbuilder.ui",1316154221960
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.0.201106081058,"org.eclipse.cdt.build.crossgcc",1316154222126
started,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201106060936,"org.eclipse.linuxtools.cdt.autotools.ui",1316154222298
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1316154254624
opened,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1316154255484
activated,perspective,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.CPerspective",1316154255666
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316154255769
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316154256153
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1316154259303
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316154284485
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316154286911
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316154288906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316154299279
opened,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316154302994
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316154303074
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1316154303102
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316154304564
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1316154319535
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316154321332
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1316154321360
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316154323645
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1316154335708
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316154336494
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1316154336528
started,bundle,org.eclipse.linuxtools.profiling.launch,0.7.0.201106060936,"org.eclipse.linuxtools.profiling.launch",1316154344576
started,bundle,org.eclipse.linuxtools.callgraph.launch,0.0.1.201106060936,"org.eclipse.linuxtools.callgraph.launch",1316154344578
started,bundle,org.eclipse.linuxtools.oprofile.launch,0.3.1.201106060936,"org.eclipse.linuxtools.oprofile.launch",1316154344592
started,bundle,org.eclipse.linuxtools.valgrind.core,0.7.0.201106060936,"org.eclipse.linuxtools.valgrind.core",1316154344621
started,bundle,org.eclipse.linuxtools.valgrind.launch,0.7.0.201106060936,"org.eclipse.linuxtools.valgrind.launch",1316154344623
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316154345021
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316154345283
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316154345351
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316154349065
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1316154353353
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316154353787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316154355641
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1316154358442
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316154363098
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1316154369795
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316154372091
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1316154372120
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1316154383250
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316154383330
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1316154383358
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316154385701
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1316154385728
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1316154401627
